idtrip,date,cityid,passengertype,distance_km,fareamount,passengerrating,driverrating,pickuptime
2702,2024-02-27,4,new,10.5,71.74,4.6,4.9,11:36:48
2703,2024-01-26,1,new,23.2,73.47,4.3,3.9,5:18:28
2704,2024-02-15,10,old,20.9,85.95,4.9,4.9,19:20:48
2705,2024-01-25,11,new,5,22.69,4.9,4.2,14:28:09
2706,2024-02-15,4,new,15.3,10.51,4,4.8,13:19:39
2707,2024-01-20,8,old,15.9,13.17,3.7,3.8,20:16:28
2708,2024-01-07,18,old,20.6,10.99,4.4,4.9,21:09:23
2709,2024-01-23,20,new,30.8,5.94,3.9,3.8,15:28:16
2710,2024-02-27,12,old,7.9,20.32,4.3,3.6,16:08:48
2711,2024-01-30,15,new,14.7,68.34,3.2,4.3,21:24:04
2712,2024-02-04,2,new,25.3,57.71,3.4,4.1,5:17:00
2713,2024-01-20,6,old,3.1,88.25,3.2,5,18:16:20
2714,2024-02-10,16,new,13.6,73.9,3.1,3.9,3:31:44
2715,2024-01-04,4,old,31,21.1,4.6,4.8,10:38:12
2716,2024-01-17,20,new,1.8,67.89,3.5,4.8,18:15:26
2717,2024-02-14,2,new,20,37.09,3.7,4.2,11:21:47
2718,2024-01-30,7,old,8.1,49.69,4.2,3.7,12:24:29
2719,2024-01-24,18,new,16.7,15.92,3.2,3.8,10:33:49
2720,2024-01-21,18,old,15.3,19.88,4.1,3.9,8:16:46
2721,2024-01-10,6,old,25.1,65.28,3.1,3.5,19:26:47
2722,2024-01-15,12,old,7,14.84,4.2,4.9,16:36:13
2723,2024-01-15,18,new,19.2,26.01,5,4.8,18:52:20
2724,2024-02-20,13,new,16.6,40.25,4,3.5,20:00:12
2725,2024-01-05,6,new,9,69.75,3.4,3.8,14:15:12
2726,2024-01-20,17,new,30.2,65.59,3.5,3.9,10:47:01
2727,2024-01-19,8,new,5.5,65.73,4.6,4.7,15:47:22
2728,2024-01-10,14,new,15,59.2,3.3,4.9,19:07:47
2729,2024-02-27,2,old,1.7,22.77,3.9,4.5,16:09:16
2730,2024-02-13,20,old,6.9,84.45,4.4,3.9,7:17:55
2731,2024-02-13,11,new,34.4,44.62,3.9,4.7,3:58:50
2732,2024-01-06,8,old,2.5,37.76,3.3,4.3,15:27:32
2733,2024-02-25,14,new,32.8,79.97,4.2,3.8,15:00:56
2734,2024-01-09,1,new,25.4,51.15,5,3.7,11:16:25
2735,2024-02-29,10,old,28.8,88.72,4.7,3.6,6:00:51
2736,2024-01-23,2,new,26.4,28.97,3.8,5,13:17:58
2737,2024-02-07,14,old,7.3,36.84,3.9,4.4,16:18:00
2738,2024-02-25,5,old,12.7,64.84,4.6,4.4,12:36:24
2739,2024-02-01,4,new,5.2,35.04,4.4,4.1,21:50:56
2740,2024-01-08,6,old,16.7,42.98,4.2,3.7,6:01:09
2741,2024-02-07,8,old,29.8,12.7,3.5,4.9,18:22:30
2742,2024-02-12,20,new,2.4,61.22,4.9,4.2,14:53:18
2743,2024-02-11,19,old,8.8,5.71,3.7,3.6,23:24:21
2744,2024-02-06,12,old,31.3,75.52,3.3,4.1,23:58:34
2745,2024-02-06,14,new,5.4,28.77,4.9,4,1:46:24
2746,2024-01-02,7,old,31.7,7.48,3.8,4.3,18:23:47
2747,2024-01-21,19,old,28.1,67.8,4.8,3.7,14:02:34
2748,2024-02-10,13,old,23.2,14.34,3.3,4.1,13:11:55
2749,2024-02-09,13,new,34.6,81.66,4.9,4.7,3:30:06
2750,2024-02-21,20,new,11.8,30.3,3.6,4.6,0:44:58
2751,2024-01-17,1,new,22.4,6.12,4.5,3.8,18:06:27
2752,2024-01-19,15,old,14,60.06,3.7,5,13:09:57
2753,2024-02-08,9,new,31.8,67.17,5,4.3,20:52:50
2754,2024-01-10,17,new,3.9,29.73,3.5,4.2,21:19:24
2755,2024-02-04,8,old,3.6,83.77,3.8,4.3,2:23:59
2756,2024-01-13,2,old,15.8,33.96,3.6,3.8,8:42:51
2757,2024-01-09,4,new,27.9,26.71,3.4,4.6,13:59:26
2758,2024-01-03,7,old,7.9,49.74,4.7,4.1,22:12:47
2759,2024-02-28,10,new,11.1,13.52,3.4,4,22:01:38
2760,2024-02-22,5,old,16.5,49.08,4.1,4.6,1:03:01
2761,2024-02-14,16,new,6.4,66.27,3.1,4.5,0:09:17
2762,2024-02-22,1,old,16.1,51.99,3.8,4,15:36:49
2763,2024-02-14,2,old,4,29.49,3.3,4.9,14:04:11
2764,2024-01-15,7,old,27,5.13,3.5,4.8,17:41:01
2765,2024-02-07,2,new,25.8,59.72,3.1,3.6,13:36:49
2766,2024-01-22,5,old,13.9,78.99,3.7,3.6,7:33:03
2767,2024-01-16,9,new,13.9,70.44,3.1,3.9,0:03:35
2768,2024-02-17,8,new,3.6,41.24,3.8,3.7,10:16:02
2769,2024-01-24,10,new,2.3,82.75,4.7,4.9,20:40:09
2770,2024-02-12,8,old,19.5,27.75,4.1,4.7,4:00:19
2771,2024-02-20,13,old,29,15.89,4.3,4.2,15:33:42
2772,2024-02-27,1,old,27.4,6.81,3.4,4.2,13:23:49
2773,2024-02-11,16,old,2.4,47.8,4.2,3.8,13:43:53
2774,2024-01-17,13,old,28.8,9.43,3,4,12:24:28
2775,2024-02-24,12,new,18.9,66.31,3.4,3.8,14:28:54
2776,2024-01-13,7,new,24.2,8.79,3.6,3.9,10:54:29
2777,2024-01-20,18,old,28.7,10.83,3.6,3.9,23:12:00
2778,2024-02-21,10,new,4.4,77.45,3,4.8,23:37:13
2779,2024-01-21,7,new,31.9,12.23,4.7,4.1,11:36:42
2780,2024-02-21,13,new,6.7,23.69,4.4,3.8,14:38:53
2781,2024-02-25,13,old,28.3,19.88,4.3,5,1:15:49
2782,2024-01-10,16,old,25.4,34.56,3.6,3.8,5:12:12
2783,2024-02-02,19,new,13.5,79.03,3.9,4.4,10:38:04
2784,2024-01-15,20,new,33.2,63.89,3.5,3.5,13:38:17
2785,2024-02-19,17,new,13.7,20.75,3.9,4.8,3:44:47
2786,2024-02-07,18,new,6.5,65.13,4.4,4.6,16:11:20
2787,2024-01-31,10,new,30.2,89.22,3.4,3.7,9:55:39
2788,2024-02-04,4,new,18.9,79.99,3.7,4.3,8:50:02
2789,2024-01-13,9,new,9.4,82.33,4.2,4.6,8:31:22
2790,2024-02-20,1,new,9.6,13.22,3.5,3.9,3:09:31
2791,2024-01-03,19,old,2.2,8.18,3.1,3.9,5:02:05
2792,2024-01-03,14,old,33.2,75.42,4.5,3.5,18:21:49
2793,2024-02-11,4,new,28.9,49.45,4.6,4.7,20:35:34
2794,2024-02-11,19,old,14,28.61,4,3.9,8:22:33
2795,2024-02-12,17,old,16.4,12.11,3.3,3.8,2:31:39
2796,2024-02-06,6,new,11.5,7.01,3.8,4.5,15:40:39
2797,2024-02-15,10,old,22.7,60.91,4.3,3.6,9:56:05
2798,2024-01-08,16,new,29.6,73.78,4.9,5,21:14:07
2799,2024-02-10,8,old,29.4,53.32,4.5,3.8,21:23:02
2800,2024-02-18,13,new,20.7,33.42,4.4,4,4:38:51
2801,2024-01-10,13,new,14.3,40.34,4.6,3.9,20:18:30
2802,2024-02-28,7,new,23.7,51.43,3.9,3.5,23:22:08
2803,2024-01-09,6,new,5,30.37,5,3.6,23:21:14
2804,2024-02-10,9,old,8.7,52.61,3.3,5,11:42:46
2805,2024-02-25,6,old,3.6,9.8,3.7,3.5,12:29:48
2806,2024-02-05,13,old,7.6,70.98,4.9,4.7,14:17:09
2807,2024-01-31,3,old,30.9,24.85,3.1,4.8,2:23:45
2808,2024-01-16,11,old,30.3,20.76,3.7,4.3,13:15:57
2809,2024-02-27,14,new,8.2,11.39,4.9,4.4,15:26:07
2810,2024-02-18,16,old,31,33.66,3.5,3.8,13:42:14
2811,2024-02-04,4,old,12.9,9.81,4.3,3.9,21:29:44
2812,2024-02-24,15,old,27.8,28.95,3.4,4.6,16:44:44
2813,2024-01-21,16,old,7.7,64.38,3.6,4.9,18:48:03
2814,2024-01-11,9,new,10.2,84.48,3.6,5,8:01:41
2815,2024-02-21,6,new,11.5,76.52,3.1,4.1,17:47:32
2816,2024-02-22,6,new,15.8,17.3,4.8,3.9,19:27:38
2817,2024-02-17,20,new,21.9,31.68,4.3,4.6,2:26:41
2818,2024-02-14,19,new,17.6,45.94,3.6,3.9,3:56:03
2819,2024-01-31,13,new,18.1,46.54,4.2,3.9,19:05:13
2820,2024-01-14,8,old,15.1,27.28,3.8,4.7,15:19:41
2821,2024-01-28,15,new,2.1,31.95,4.8,3.7,16:38:42
2822,2024-01-11,10,new,19.6,29.16,4.8,4.1,3:07:48
2823,2024-01-29,12,new,16.9,22.44,4,3.8,18:07:36
2824,2024-02-03,4,old,11.8,41.76,4.6,4.8,18:11:40
2825,2024-02-28,17,old,15.4,76.04,3.1,4.8,20:01:49
2826,2024-02-02,5,new,12.3,38.08,3.2,4.6,2:56:41
2827,2024-02-27,12,old,7.6,40.37,4.2,4.9,11:08:15
2828,2024-01-24,20,new,30.1,29.06,3.4,5,16:43:19
2829,2024-01-20,5,old,27.2,57.4,3.3,4.3,1:06:26
2830,2024-01-21,16,new,31.4,79.64,4.6,4.4,8:33:37
2831,2024-02-01,1,old,7.7,61.96,3.8,4.9,1:14:58
2832,2024-02-17,3,old,17,66.38,3.4,4.9,11:08:00
2833,2024-02-27,3,old,30.6,24.52,4.4,3.9,6:58:15
2834,2024-02-05,7,old,16.7,31.02,3.3,4,21:12:47
2835,2024-02-16,15,old,15.5,87.62,4.9,4.6,9:08:09
2836,2024-02-02,5,old,19.2,24.27,3.3,4.7,17:56:06
2837,2024-02-16,11,new,10.5,22.46,4.8,4.9,9:34:37
2838,2024-01-04,10,old,31.4,44.63,3.7,4.7,3:08:36
2839,2024-01-03,10,new,10.9,22.46,4.6,4.6,8:04:27
2840,2024-02-25,19,old,3.5,33.42,4.1,4.4,13:27:25
2841,2024-02-14,11,new,2.3,77.13,4.8,3.6,18:45:47
2842,2024-01-04,15,new,2.5,49.89,3.2,4.5,17:10:46
2843,2024-01-01,8,new,31.2,9.96,4.6,3.7,18:11:12
2844,2024-01-02,17,new,28.5,26.93,4.2,4.4,9:07:16
2845,2024-01-16,1,new,34.4,37.26,3.6,4.5,22:56:40
2846,2024-01-13,18,old,35,48.27,4.4,4.3,4:08:00
2847,2024-01-03,18,new,34.8,52.2,3.6,3.9,19:34:06
2848,2024-01-30,13,old,16.7,10.57,4.1,4.8,10:56:22
2849,2024-01-06,7,old,19.3,38.72,4,4.6,14:16:41
2850,2024-01-13,8,old,7,26.49,4.3,4.5,2:45:07
2851,2024-02-25,6,old,8.1,32.16,3.3,4.9,13:34:23
2852,2024-02-15,11,old,25.4,12.22,4.2,3.7,6:17:22
2853,2024-01-01,11,new,9.3,85.88,5,3.5,14:20:57
2854,2024-01-04,16,new,22.7,59.66,4.5,4.7,20:21:50
2855,2024-02-28,18,old,31.9,58.87,3.6,3.8,23:14:17
2856,2024-01-20,5,new,25.3,49.42,4,4.8,7:20:03
2857,2024-01-15,1,old,1.2,18.74,4.3,4.2,5:27:59
2858,2024-01-23,11,old,17.1,54.09,3,3.7,19:19:27
2859,2024-01-29,6,old,34.3,22.46,3.9,4.4,15:20:50
2860,2024-02-09,1,old,29.5,71.7,3.1,4,18:48:41
2861,2024-01-16,6,new,27.4,9.6,4.6,4.7,9:35:20
2862,2024-02-06,13,new,27.4,36.11,3.4,3.9,4:32:02
2863,2024-01-14,14,old,3.8,52.42,4.9,4,9:26:45
2864,2024-02-18,19,new,25.2,36.73,3.3,3.7,9:00:25
2865,2024-01-10,17,old,27.9,14.69,4.7,3.5,11:46:29
2866,2024-01-11,7,new,5.3,15.91,3.1,3.8,8:14:13
2867,2024-01-08,14,new,11.9,29.18,3.9,4.7,4:59:57
2868,2024-02-06,14,new,9.2,18.09,3.6,4,14:11:28
2869,2024-02-23,6,old,4.6,61.54,3.7,4.6,22:44:08
2870,2024-02-26,12,new,3.1,69.5,3.4,4.2,14:20:53
2871,2024-01-30,16,new,1.2,48.1,3.8,3.6,11:03:35
2872,2024-01-28,12,old,17.4,14.83,3.9,5,5:00:06
2873,2024-01-07,20,old,13.3,79.36,3.6,4.8,23:41:31
2874,2024-02-01,11,old,25.6,38.94,4.8,4.5,3:30:56
2875,2024-01-13,18,old,1.3,65.64,4.6,4.2,6:59:31
2876,2024-02-21,13,old,5.8,61.93,4.3,4.5,15:45:00
2877,2024-02-19,3,new,29.5,64.59,4.8,4.4,3:30:25
2878,2024-01-30,18,new,21.6,71.2,3.9,4.2,22:31:59
2879,2024-02-22,4,old,34.4,31.39,4.2,4.9,4:05:06
2880,2024-01-29,8,new,25.8,76.76,3.2,3.7,18:23:38
2881,2024-02-05,8,new,33,15.54,3.5,4.3,20:10:31
2882,2024-01-14,14,old,11.7,73.7,4.1,3.5,19:01:27
2883,2024-02-20,6,new,28.1,28.43,4.3,4.2,21:19:31
2884,2024-02-20,19,new,4,15.22,4.9,4.2,2:35:12
2885,2024-02-24,18,old,13.1,25.03,4.3,3.9,7:46:59
2886,2024-01-23,17,old,11.5,32.96,3.3,4.8,7:07:23
2887,2024-02-21,9,old,6.7,22.4,4.3,3.6,0:15:44
2888,2024-01-27,10,new,4.6,37.64,4,4,22:01:58
2889,2024-01-25,18,old,9.6,81.75,3.6,4.8,15:19:50
2890,2024-01-23,14,old,18.3,32.57,4.7,4.6,16:55:16
2891,2024-02-22,10,new,18.6,6.67,3.8,4.4,17:30:22
2892,2024-02-05,3,old,26.9,45.06,3.1,4.7,12:28:30
2893,2024-01-18,7,old,17.4,38.76,4.8,4.7,20:10:35
2894,2024-02-14,12,old,15.1,27.37,3.4,4.5,9:04:56
2895,2024-01-07,19,old,15.9,32.28,4.1,4.6,6:05:03
2896,2024-02-16,15,new,2.4,65.61,3.6,4.2,13:30:45
2897,2024-02-21,3,old,20.5,79.78,3.9,3.9,2:06:27
2898,2024-01-20,13,old,34,84.03,3.6,4.2,5:30:51
2899,2024-02-23,19,new,26.9,64.08,4.2,4.2,19:21:50
2900,2024-02-23,2,new,22.1,76.61,3.4,4,8:40:40
2901,2024-01-27,10,old,15.5,52.24,4.4,4.8,0:19:15
2902,2024-01-26,18,new,21.8,64.25,4.4,3.9,23:30:07
2903,2024-02-16,9,old,30.9,13.01,4.7,3.5,17:52:17
2904,2024-01-01,1,new,15.1,39.67,3.4,4.9,20:19:09
2905,2024-02-25,12,old,30.7,59.92,3,4.7,18:26:09
2906,2024-02-05,4,new,34.9,83.69,3.7,4.9,18:38:06
2907,2024-01-30,4,new,8.3,15.34,3.5,3.9,10:29:30
2908,2024-01-25,14,old,4,69.84,3,3.7,9:24:28
2909,2024-02-12,17,old,12.5,37.74,3.1,3.7,11:17:42
2910,2024-01-10,16,old,31.6,12.73,3.8,4.3,2:50:32
2911,2024-01-15,11,new,33.3,73.14,3.1,4.9,20:11:36
2912,2024-02-16,15,new,30.9,44.13,4.8,3.7,11:33:27
2913,2024-02-08,12,old,6.7,41.42,4.4,4.8,12:49:42
2914,2024-02-01,15,new,25.4,40.81,4.7,3.6,3:06:30
2915,2024-01-02,6,new,31.7,61.93,4.6,4.7,1:52:35
2916,2024-01-06,9,new,29.5,42.63,4.4,4.4,16:47:53
2917,2024-01-23,3,old,10.3,45.62,4.2,4.7,23:46:24
2918,2024-02-19,14,new,3.6,83.1,3.7,4.5,11:17:16
2919,2024-02-14,18,new,20.4,31,3.9,3.7,11:19:02
2920,2024-02-03,2,new,27,19.36,4,4.3,3:07:10
2921,2024-01-14,20,old,23.6,76.64,5,4.9,21:54:04
2922,2024-02-28,11,new,15.9,14.57,3.5,3.6,0:21:50
2923,2024-01-02,17,old,34.5,13.94,4.6,4.3,7:02:37
2924,2024-02-03,15,new,12.3,50.46,5,4.4,18:34:39
2925,2024-01-23,2,old,9.5,14.39,5,4.6,5:51:59
2926,2024-01-17,6,new,29.4,51.31,3.6,4.5,1:52:23
2927,2024-01-11,13,new,32.1,86.82,4.7,4.2,15:08:14
2928,2024-02-20,12,new,31,5.61,4.3,4.7,4:38:14
2929,2024-01-02,6,old,13.6,34.24,3.2,4.5,11:07:30
2930,2024-02-21,17,new,32.4,45.86,3.9,4.6,14:14:15
2931,2024-01-30,2,old,34.2,57.53,4.4,4.6,8:19:11
2932,2024-02-10,18,old,9.2,81.23,4.4,4.2,18:05:01
2933,2024-02-25,20,new,7.8,13.17,4.8,5,22:06:11
2934,2024-02-24,1,new,15.4,84.62,3.9,4.6,4:12:33
2935,2024-01-17,11,new,9.8,83.46,3.7,4.3,21:13:07
2936,2024-01-14,17,old,8.8,56.11,4.4,4.6,16:41:48
2937,2024-01-24,20,old,30.8,41.19,4.5,3.8,13:09:10
2938,2024-01-09,9,old,3.5,78.98,4.6,3.6,23:19:55
2939,2024-01-31,9,new,12,29.14,3.9,4.5,22:58:56
2940,2024-01-16,4,old,12.7,7.56,3.4,4.4,16:27:29
2941,2024-02-29,20,new,31.2,89.91,3.6,3.5,6:06:52
2942,2024-02-24,15,old,17.9,58.25,4.4,5,11:27:07
2943,2024-02-24,18,old,10.7,79.39,3.7,4.3,7:08:57
2944,2024-01-04,17,old,34.3,10.87,4.3,3.6,19:57:52
2945,2024-02-15,8,old,32.1,49.26,4.4,4.8,18:44:19
2946,2024-02-06,11,old,9.3,36.47,3.1,4.4,15:37:22
2947,2024-02-09,13,old,30.1,72.69,4,4.7,8:22:33
2948,2024-02-02,2,new,31.5,74.62,3.2,4.6,21:25:20
2949,2024-01-16,7,old,13.9,18.25,4,4.4,15:57:18
2950,2024-01-23,9,old,12.2,13.35,4.9,3.7,18:31:30
2951,2024-01-10,15,old,12.6,26.93,3.5,3.6,3:25:31
2952,2024-02-18,19,new,21.2,67.58,3.2,4.2,5:57:58
2953,2024-02-27,6,old,2.8,72.03,5,4.5,19:09:42
2954,2024-02-06,11,new,30.1,33.21,3,4.4,21:46:45
2955,2024-01-28,8,old,33.8,58.08,3.1,4.9,18:16:53
2956,2024-02-12,3,new,23.1,68.37,3.2,4.4,19:37:47
2957,2024-01-17,11,new,23.9,49.37,3,5,17:38:09
2958,2024-01-02,15,new,8.1,21.65,4.5,4.7,17:31:37
2959,2024-02-27,4,new,10.1,34.34,3.5,4.5,16:50:42
2960,2024-01-30,15,old,15.3,11.17,3.3,4.6,10:57:23
2961,2024-01-29,19,new,13,72.53,3.8,4.3,8:41:45
2962,2024-02-07,7,new,20.5,16.45,4.2,3.8,1:29:01
2963,2024-02-03,8,old,30.6,42.8,3.1,4,9:27:10
2964,2024-01-03,20,old,15.8,46.22,3.5,4.8,23:45:54
2965,2024-02-14,12,old,23.4,38.78,3.9,3.9,7:43:29
2966,2024-01-27,5,old,9.2,6.81,3,4.3,4:18:10
2967,2024-01-20,15,new,1.1,43.35,3.3,3.6,8:08:23
2968,2024-02-16,1,old,13.3,69.54,3.8,4.4,15:07:12
2969,2024-02-02,2,old,11.3,38.71,4.9,3.9,17:25:28
2970,2024-01-08,7,old,7.1,75.88,4.8,4.9,8:07:36
2971,2024-02-04,15,old,18.6,62.3,4.1,3.5,6:07:11
2972,2024-01-17,19,new,16.8,10.3,4.4,4.9,8:43:04
2973,2024-01-04,19,old,6.7,41.98,3.9,4.4,11:15:17
2974,2024-02-25,1,new,22.2,47.46,4,4,19:06:17
2975,2024-01-22,5,old,27.1,46.73,4.6,4.8,11:19:47
2976,2024-01-31,18,old,8.4,84.39,3.7,3.7,12:23:12
2977,2024-02-12,5,new,33.6,26.07,3.4,3.6,6:53:07
2978,2024-02-16,14,new,15.3,80.92,3.9,4.4,12:10:54
2979,2024-02-19,5,old,10.3,38.33,4.4,4.4,1:04:23
2980,2024-01-22,2,new,27.7,63.87,3.5,4.4,20:41:55
2981,2024-02-26,3,new,14.6,60.64,4.2,4.1,2:15:44
2982,2024-02-23,16,new,24.5,38.09,3.6,4.5,23:24:24
2983,2024-01-08,16,old,2.8,15.2,3.5,3.6,12:49:36
2984,2024-02-21,17,new,19.5,7.7,3.7,4.7,22:58:07
2985,2024-02-11,15,old,28.4,84.2,4.8,4.5,0:36:24
2986,2024-02-19,15,new,3.9,48.85,3.1,4.2,16:29:43
2987,2024-01-13,14,new,23.6,80.57,4,4.7,20:03:24
2988,2024-02-06,18,new,12.8,81.27,3.9,4.6,8:19:52
2989,2024-01-14,20,new,5.6,67.38,3.1,3.6,20:31:48
2990,2024-02-11,15,old,6.3,6.9,3.4,3.9,4:41:32
2991,2024-01-16,10,old,27.4,18.24,5,5,20:47:52
2992,2024-02-15,13,old,34.6,55.99,3.2,4.3,3:30:16
2993,2024-02-03,6,new,12.1,49.33,3,4.3,16:12:39
2994,2024-01-31,1,old,23,28.64,3.1,3.6,19:28:51
2995,2024-01-03,11,old,28.3,15.91,4.9,3.8,8:57:41
2996,2024-01-07,11,new,25,73.6,3,4.3,9:11:35
2997,2024-01-25,8,old,28.3,68.32,5,4.1,14:46:50
2998,2024-02-01,8,old,19.1,23.64,5,3.7,5:46:02
2999,2024-02-23,19,old,15.3,37.35,4,3.8,3:41:21
3000,2024-01-29,20,new,32.5,21.94,4.6,4.5,6:54:51
3001,2024-02-20,13,new,3.1,35.07,3.3,3.9,12:51:26
3002,2024-01-01,15,new,19.3,72.12,3.7,4.5,1:38:49
3003,2024-01-20,17,old,33.5,50.69,4.1,4.2,20:22:39
3004,2024-02-11,1,old,27.8,79.26,3.1,4.4,22:57:53
3005,2024-01-21,14,new,1.6,67.64,3.2,4.1,0:44:35
3006,2024-02-11,13,new,1.1,71.22,4.3,3.7,20:07:44
3007,2024-02-12,17,old,3.2,87.03,3.1,4.7,4:52:02
3008,2024-02-11,17,new,8.2,22.46,4.3,4.5,4:24:59
3009,2024-02-11,17,new,16.3,46.07,4.5,3.8,9:00:19
3010,2024-01-28,17,old,5.4,35.85,3.7,4.6,10:28:03
3011,2024-01-23,3,old,18.2,80.37,4.2,4.1,21:53:32
3012,2024-01-08,3,old,25.2,7.98,4.5,3.6,13:22:33
3013,2024-01-22,9,new,11.6,77.31,3.9,3.7,22:01:47
3014,2024-02-12,12,old,32.7,5.6,3.2,3.9,2:21:55
3015,2024-01-30,14,old,31.9,53.29,4.9,3.9,9:55:38
3016,2024-02-25,12,new,8.1,24.2,3.1,4.7,15:51:33
3017,2024-02-28,6,old,31.5,66.52,4.4,4.2,6:14:56
3018,2024-01-15,15,new,7.1,42.91,3.8,4.8,10:55:30
3019,2024-01-22,19,old,10.5,47.44,4.1,4.8,23:27:33
3020,2024-01-18,20,old,10.4,89.28,3.9,4.8,12:06:38
3021,2024-01-09,15,new,20.5,28.36,3.7,3.8,11:08:18
3022,2024-01-27,15,old,19,69.78,3.8,4,11:32:55
3023,2024-01-24,9,old,8.9,29.5,4.8,4.7,10:16:42
3024,2024-01-23,9,new,18.5,51.59,4.3,3.8,2:34:40
3025,2024-01-15,2,old,8.2,82.41,4.1,4.5,7:20:12
3026,2024-01-10,14,old,13.9,81.4,4.6,4.7,0:21:53
3027,2024-01-14,18,new,6.1,13.6,4.1,4.8,8:27:34
3028,2024-01-01,7,new,15.2,66.67,3.6,4.3,0:12:27
3029,2024-01-12,3,new,6.9,37.42,3.8,4.5,21:01:59
3030,2024-01-17,5,new,18.6,19.79,3.9,4.1,2:24:17
3031,2024-01-21,16,new,21.7,81.41,3,4.2,2:14:24
3032,2024-01-22,11,new,31.6,10.38,3.6,4.1,7:55:21
3033,2024-02-23,20,new,26.7,51.2,4.4,4.2,16:36:26
3034,2024-02-02,1,new,17.5,49.59,4,4.9,3:24:39
3035,2024-02-19,11,old,25.9,16.65,4.8,3.6,5:50:04
3036,2024-02-18,10,old,7.6,84.57,4.2,4,5:46:44
3037,2024-01-16,6,new,29.1,84.24,3.8,5,15:17:22
3038,2024-02-20,14,new,32.7,80.6,4.7,3.9,22:10:27
3039,2024-01-24,17,old,30.3,70.85,3.2,4.3,15:15:12
3040,2024-01-14,13,new,19.4,61.67,3.3,4.1,6:22:50
3041,2024-01-24,14,old,30.1,66.07,3.6,4.3,23:13:54
3042,2024-02-08,2,new,17.5,50.34,4.2,4,6:39:08
3043,2024-02-02,13,old,24.3,26.85,3.3,4.7,16:55:11
3044,2024-01-04,16,new,11.6,69.32,3.1,4.8,12:47:20
3045,2024-01-07,14,new,2.3,20.66,3,5,18:53:57
3046,2024-02-18,9,new,23.7,19.72,4.1,3.5,15:34:03
3047,2024-02-22,9,new,20.8,15.09,4,4,22:41:40
3048,2024-02-27,3,new,17.9,47.43,3.6,3.7,22:42:43
3049,2024-02-17,2,new,9,80.92,5,3.5,17:23:50
3050,2024-01-12,19,old,17.5,81.64,4.6,3.6,14:10:50
3051,2024-01-21,18,old,33.3,85.42,4.7,4.6,9:58:34
3052,2024-01-27,5,old,27.4,88.72,4.3,4.7,5:42:03
3053,2024-01-26,16,new,20.4,18.28,3.4,4.4,17:51:32
3054,2024-01-05,17,new,26,59.74,4.8,4.1,20:00:42
3055,2024-01-15,14,new,12.9,19.98,4.4,5,10:27:05
3056,2024-01-11,9,new,22.5,81.34,3.2,4,9:46:04
3057,2024-01-16,20,old,2.3,54.11,4.1,4.8,12:13:01
3058,2024-02-24,12,new,5.5,21.62,4,4.8,1:24:06
3059,2024-01-02,1,old,8.2,46.76,4.3,3.6,19:36:07
3060,2024-01-08,16,new,23.2,74.3,3.4,3.8,19:54:15
3061,2024-01-05,1,new,25.6,24.88,4.1,4.6,0:29:05
3062,2024-02-13,4,old,3.1,40.76,3.8,3.8,17:48:41
3063,2024-02-19,18,new,5.9,81.42,3.5,4.2,5:50:07
3064,2024-02-13,8,old,15.2,12.52,3.3,4,14:33:50
3065,2024-02-29,17,new,30.6,76.57,4.4,4.4,9:38:17
3066,2024-01-13,2,new,26.7,5.85,3.7,4.1,3:55:41
3067,2024-01-29,16,new,34.7,18.99,3.4,4.8,17:12:34
3068,2024-02-09,11,old,4.8,9.1,4.9,4.3,2:41:31
3069,2024-02-07,9,new,3.8,30.75,4,3.8,0:16:07
3070,2024-01-08,8,old,4.9,88.85,3.1,4,9:03:29
3071,2024-01-03,5,new,31.5,67.39,4.1,5,18:30:59
3072,2024-01-31,16,new,23.5,63.15,5,4.8,20:51:21
3073,2024-02-07,7,old,34.4,63.28,4.3,4.9,11:48:01
3074,2024-01-27,10,old,10.1,27.23,3.2,4.6,5:38:33
3075,2024-02-02,10,new,1.1,34.23,4.9,4.8,21:25:00
3076,2024-02-01,12,new,27.5,70.25,3.4,4.3,6:40:36
3077,2024-02-04,5,old,19,25.05,4.4,4,7:56:17
3078,2024-02-03,5,new,31.4,84.52,4.5,3.9,23:33:00
3079,2024-02-12,2,new,31.1,37.18,3.9,4.4,5:58:32
3080,2024-02-18,19,old,19.6,75.76,4.5,4.7,4:45:00
3081,2024-01-22,10,new,35,27.35,3.3,4.9,10:18:53
3082,2024-01-13,10,old,20.8,39.39,3.7,4.9,0:59:04
3083,2024-02-05,8,old,19.2,64.94,4.8,4.2,0:11:56
3084,2024-01-30,5,old,8.1,73.62,4.8,4.9,22:33:29
3085,2024-01-14,9,old,29.4,46,4.1,3.9,10:32:25
3086,2024-02-28,12,old,27.5,37.69,3.8,4.9,18:20:38
3087,2024-01-13,12,old,6,38,4.5,5,23:24:16
3088,2024-01-12,18,new,8,43.77,4.8,4.5,18:48:45
3089,2024-01-17,20,new,33.6,52.03,4.4,4.1,11:47:17
3090,2024-01-22,16,new,34.8,82.07,4.4,4.2,16:11:34
3091,2024-01-30,7,old,25.1,78.72,3,4,13:25:42
3092,2024-02-11,17,old,17.8,18.36,3.5,3.7,21:46:53
3093,2024-02-21,2,old,17,45.56,4.1,3.8,5:10:43
3094,2024-01-26,4,old,24,85.37,3.9,3.8,3:59:22
3095,2024-01-23,20,old,33.6,41.59,4.5,4.6,1:47:46
